Timestamp,Real,Imaginary
2981 ns,598048,-43747
2982 ns,855926,-100339
2983 ns,1.08219e+06,575936
2984 ns,964660,-167430
2985 ns,286103,580034
2986 ns,-710369,-514165
2987 ns,-1.80772e+06,50576
2988 ns,-1.44569e+06,2.05496e+06
2989 ns,-1.01439e+06,558909
2990 ns,-1.14672e+06,145960
2991 ns,79061,11844
2992 ns,-140058,674339
2993 ns,225656,517680
2994 ns,915386,-425029
2995 ns,-353322,-602733
2996 ns,57863,695368
2997 ns,125065,791647
2998 ns,136987,695561
2999 ns,974825,79576
3 us,-688673,-276510
3001 ns,-137740,-1.18419e+06
3002 ns,363915,-1.50013e+06
3003 ns,-490127,994742
3004 ns,-906673,96315
3005 ns,-1.23013e+06,997215
3006 ns,-324859,-49911
3007 ns,631363,-1.50427e+06
3008 ns,344015,-2.11118e+06
3009 ns,-693976,1.20705e+06
3010 ns,608630,-627609
3011 ns,350686,2.15005e+06
3012 ns,-1.89659e+06,246485
3013 ns,-386716,-247187
3014 ns,519382,367810
3015 ns,-139830,620494
3016 ns,1.1131e+06,-145431
3017 ns,304860,-991295
3018 ns,-1.33559e+06,-84198
3019 ns,-367349,-756183
3020 ns,1.11994e+06,-753751
3021 ns,-53024,1.01626e+06
3022 ns,-1.61038e+06,346825
3023 ns,-312490,154704
3024 ns,777438,-45965
3025 ns,-590741,-578979
3026 ns,-1.19427e+06,297879
3027 ns,565194,630895
3028 ns,424129,-294360
3029 ns,-691957,-200890
3030 ns,906739,1.67693e+06
3031 ns,55696,409510
3032 ns,-599353,-1.40016e+06
3033 ns,2.17068e+06,809527
3034 ns,89477,1.20719e+06
3035 ns,73455,-31823
3036 ns,-1.03855e+06,-407130
3037 ns,-256274,381067
3038 ns,734361,381263
3039 ns,-222510,1.70166e+06
3040 ns,-17375,132163
3041 ns,-115564,427470
3042 ns,1.08647e+06,-594221
3043 ns,-967727,-1.43001e+06
3044 ns,-1.2818e+06,688284
3045 ns,716129,-149217
3046 ns,14884,653661
3047 ns,234952,178434
3048 ns,-1.01659e+06,-1.04942e+06
3049 ns,735332,-776176
3050 ns,-1.72472e+06,-42262
3051 ns,-67852,-488325
3052 ns,-884090,268318
3053 ns,-1.42625e+06,-57221
3054 ns,1.04938e+06,440608
3055 ns,-319353,519194
3056 ns,-1.21318e+06,644156
3057 ns,-1.93528e+06,-434346
3058 ns,730902,-700143
3059 ns,-175024,-1.62971e+06
3060 ns,-260558,-135286
3061 ns,618211,334352
3062 ns,173449,-330261
3063 ns,839390,167842
3064 ns,-127883,568254
3065 ns,194128,-80220
3066 ns,900731,-907667
3067 ns,1.12966e+06,-805371
3068 ns,1.5642e+06,849323
3069 ns,1.03616e+06,534374
3070 ns,-278966,-528517
3071 ns,71301,-1.30381e+06
3072 ns,1.14572e+06,919271
3073 ns,80364,251096
3074 ns,-104394,-372066
3075 ns,-797932,-513667
3076 ns,1.81932e+06,998757
3077 ns,-162826,1.91643e+06
3078 ns,616265,-135581
3079 ns,-451121,341896
3080 ns,138907,-26736
3081 ns,619813,-289755
3082 ns,391365,-221421
3083 ns,-356677,19000
3084 ns,408786,70967
3085 ns,34990,1.20238e+06
3086 ns,143576,-1.32943e+06
3087 ns,240910,214784
3088 ns,-722409,-19841
3089 ns,120072,139647
3090 ns,184536,-349255
3091 ns,-83419,-299323
3092 ns,-446736,-530505
3093 ns,662702,-933143
3094 ns,-735885,-676829
3095 ns,846818,218004
3096 ns,582057,331444
3097 ns,876200,-503831
3098 ns,1.75317e+06,-667879
3099 ns,-185023,-1.55263e+06
3100 ns,-501518,839749
3101 ns,-776071,1.83465e+06
3102 ns,779428,1.03525e+06
3103 ns,310714,-649067
3104 ns,-22917,-606365
3105 ns,-320141,952927
3106 ns,263438,777011
3107 ns,692190,418026
3110 ns,-174696,52413
3111 ns,-834892,466261
3112 ns,178340,-87371
3113 ns,963085,852345
3114 ns,-1.65177e+06,160853
3115 ns,1.21919e+06,-959145
3116 ns,304356,151701
3117 ns,454918,-1.25324e+06
3118 ns,501109,18271
3119 ns,125896,571341
3120 ns,1.52876e+06,-387904
3121 ns,-486235,1.45936e+06
3122 ns,809900,1.54511e+06
3123 ns,156819,-1.49305e+06
3124 ns,636679,127780
3125 ns,-1.19174e+06,400701
3126 ns,-667044,-1.00907e+06
3127 ns,-217326,581217
3128 ns,-430857,88305
3129 ns,745274,158750
3130 ns,38457,-669106
3131 ns,-814673,-707665
3132 ns,-455414,-151865
3133 ns,973862,637397
3134 ns,-1.74294e+06,1.1249e+06
3135 ns,-1.11829e+06,-1.10512e+06
3136 ns,-588313,-60600
3137 ns,236426,1.97385e+06
3138 ns,981488,-376771
3139 ns,-1.3322e+06,921053
3140 ns,-703232,-518644
3141 ns,-341220,309474
3142 ns,-685966,-37984
3143 ns,-115848,271284
3144 ns,1.18534e+06,-965873
3145 ns,236432,1.14797e+06
3146 ns,111928,-209044
3147 ns,708826,-576372
3148 ns,71345,-1.07156e+06
3149 ns,219455,-62897
3150 ns,-121177,620542
3151 ns,-1.18964e+06,-394725
3152 ns,237576,95329
3153 ns,1.26894e+06,-41010
3154 ns,-225520,1.5685e+06
3155 ns,558960,-983814
3156 ns,-304591,-1.46644e+06
3157 ns,1.6987e+06,442551
3158 ns,705173,-275650
3159 ns,-229362,-60738
3160 ns,-142682,-1.10192e+06
3161 ns,732556,56480
3162 ns,700547,375411
3163 ns,627202,-948628
3164 ns,-273838,-771674
3165 ns,-668708,-311637
3166 ns,420508,-446273
3167 ns,-401003,1.66033e+06
3168 ns,166062,282517
3169 ns,-1.86237e+06,1.28628e+06
3170 ns,626691,982167
3171 ns,-694153,204461
3172 ns,915882,-1.68957e+06
3173 ns,-170512,-873205
3174 ns,-1.40189e+06,-214581
3175 ns,13171,-1.00427e+06
3176 ns,276787,-428883
3177 ns,-696644,-94574
3178 ns,371873,264957
3179 ns,-1.7096e+06,-405524
3180 ns,-625019,-2.05489e+06
3181 ns,-714608,1.29705e+06
3182 ns,826414,1.20589e+06
3183 ns,-275272,-68111
3184 ns,-674927,-541475
3185 ns,-1.27287e+06,-23158
3186 ns,1.0689e+06,-728096
3187 ns,1.4571e+06,-198609
3188 ns,294883,-688967
3189 ns,-671100,455532
3190 ns,-1.37294e+06,2.26446e+06
3191 ns,-1.48395e+06,784682
3192 ns,409080,-1.51332e+06
3193 ns,-393458,-1.06194e+06
3194 ns,104333,-358920
3195 ns,1.70059e+06,-1.11587e+06
3196 ns,-84409,-771606
3197 ns,1.13737e+06,-789934
3198 ns,-1.03892e+06,385229
3199 ns,-21544,1.21176e+06
3200 ns,1.41206e+06,-1.64694e+06
3201 ns,757626,-107927
3202 ns,-1.97094e+06,-230340
3203 ns,551730,1.07373e+06
3204 ns,-57902,55329
3205 ns,-236987,-405582
3206 ns,-264524,-462820
3207 ns,198565,1.00148e+06
3208 ns,665999,118842
3209 ns,-381674,-203618
3210 ns,779050,-58331
3211 ns,-1.41207e+06,332664
3212 ns,162800,1.23922e+06
3213 ns,917263,-1.25183e+06
3214 ns,-1.35782e+06,-247873
3215 ns,-735143,438490
3216 ns,-510938,-1.95758e+06
3217 ns,-233515,-468957
3218 ns,-838259,-1.84333e+06
3219 ns,-202324,324233
3220 ns,324574,1.43944e+06
3221 ns,-1.6487e+06,807628
3222 ns,-909086,311704
3223 ns,-585,477089
3224 ns,739210,88966
3225 ns,77394,-412683
3226 ns,-912125,-91983
3227 ns,-2.16677e+06,-288112
3228 ns,76298,860199
3229 ns,489991,-519627
3230 ns,-717433,1.01811e+06
3231 ns,-162103,231517
3232 ns,-1.34305e+06,1.39965e+06
3233 ns,-453456,32573
3234 ns,-423917,940211
3235 ns,-629599,-1.31346e+06
3236 ns,-969063,-870861
3237 ns,-520969,733716
3238 ns,-812926,-643617
3239 ns,924459,1.05316e+06
3240 ns,-1.23445e+06,-99925
3241 ns,-818359,-702718
3242 ns,-386606,-110932
3243 ns,-1.63934e+06,501964
3244 ns,44005,53583
3245 ns,-91346,-143849
3246 ns,117408,287235
3247 ns,348880,-648709
3248 ns,-993460,-1.31245e+06
3249 ns,-172443,-834165
3250 ns,49872,611114
3251 ns,-722578,-238738
3252 ns,-108453,2.17023e+06
3253 ns,440132,116810
3254 ns,421588,499786
3255 ns,230009,-444022
3256 ns,999541,727796
3257 ns,104402,-392929
3258 ns,443404,-1.28423e+06
3259 ns,528484,509636
3260 ns,1.12596e+06,1.07684e+06
3261 ns,-526182,453691
3262 ns,-626461,-476022
3263 ns,-727713,-687421
3264 ns,164088,1.56462e+06
3265 ns,35501,1.45861e+06
3266 ns,-686277,29682
3267 ns,-114359,-1.47375e+06
3268 ns,1.65647e+06,-180940
3269 ns,-58744,-791409
3270 ns,-1.27054e+06,-375750
3271 ns,-1.14215e+06,-254988
3272 ns,-697061,-206985
3273 ns,1.97006e+06,-1.39364e+06
3274 ns,-773567,-1.16503e+06
3275 ns,-167371,1.08097e+06
3276 ns,-373826,-138982
3277 ns,-699488,1.0658e+06
3278 ns,88181,525041
3279 ns,-357883,-1.02645e+06
3280 ns,1.1606e+06,1.15074e+06
3281 ns,-375124,425660
3282 ns,-170825,-608681
3283 ns,-1.65075e+06,-925339
3284 ns,567873,635209
3285 ns,-49041,1.30444e+06
3286 ns,1.06139e+06,-2.09716e+06
3287 ns,-910632,1.48518e+06
3288 ns,-13542,241901
3289 ns,-1.4794e+06,-226323
3290 ns,960477,-282200
3291 ns,499862,413385
3292 ns,-480950,98016
3293 ns,-755222,1.54175e+06
3294 ns,568983,-1.00839e+06
3295 ns,-513998,35157
3296 ns,7501,-706211
3297 ns,534107,-1.2371e+06
3298 ns,770641,-1.36885e+06
3299 ns,244109,420256
3300 ns,960110,990529
3301 ns,1.6311e+06,1.52166e+06
3302 ns,1.57779e+06,172562
3303 ns,-669023,1.06952e+06
3304 ns,88541,-666518
3305 ns,596565,974339
3306 ns,-233436,1.71788e+06
3307 ns,612608,1.53654e+06
3308 ns,594558,674944
3309 ns,104725,-1.18147e+06
3310 ns,674542,-514359
3311 ns,-100915,-730432
3312 ns,67477,-307587
3313 ns,299512,655891
3314 ns,-144659,-272112
3315 ns,-448847,-288654
3316 ns,-2.09992e+06,337871
3317 ns,89210,410349
3318 ns,62291,71479
3319 ns,-212986,-1.36339e+06
3320 ns,-80086,192205
3321 ns,45396,397602
3322 ns,710149,-144876
3323 ns,-491354,324491
3324 ns,1.5877e+06,-1.12513e+06
3325 ns,-2.0557e+06,-388292
3326 ns,754234,-1.65341e+06
3327 ns,-2.11085e+06,-925040
3328 ns,-1.01186e+06,68053
3329 ns,1.37283e+06,-79748
3330 ns,695328,469697
3331 ns,-82440,364257
3332 ns,-35484,1.38637e+06
3333 ns,328307,298152
3334 ns,-1.15566e+06,735372
3335 ns,-353510,-1.05561e+06
3336 ns,-2.2754e+06,382358
3337 ns,-228195,-615926
3338 ns,-265240,525706
3339 ns,-346454,-104752
3340 ns,265138,-1.41023e+06
3341 ns,706702,2.03951e+06
3342 ns,-1.36092e+06,-236081
3343 ns,-171168,146338
3344 ns,-144533,-745111
3345 ns,-1.1035e+06,-576607
3346 ns,395119,-126506
3347 ns,-1.51466e+06,-849213
3348 ns,1.62663e+06,-259841
3349 ns,90389,778711
3350 ns,-254060,1.61397e+06
3351 ns,-1.10561e+06,-166773
3352 ns,-874688,505109
3353 ns,86776,-73027
3354 ns,-284795,1.07459e+06
3355 ns,110925,-688110
3356 ns,720571,518722
3357 ns,32339,-337724
3358 ns,823541,476359
3359 ns,529097,85890
3360 ns,1.36697e+06,-306422
3361 ns,706804,-236157
3362 ns,-876297,674573
3363 ns,221652,145214
3364 ns,-77071,-283026
3365 ns,-1.14709e+06,1.04317e+06
3368 ns,504842,166018
3369 ns,-307707,1.41043e+06
3370 ns,-622952,949357
3371 ns,-253169,-1.33712e+06
3372 ns,243592,546385
3373 ns,1.82348e+06,18793
3374 ns,2.54756e+06,1.06836e+06
3375 ns,-800490,-201895
3376 ns,1.21917e+06,777467
3377 ns,1.49576e+06,-63028
3378 ns,644286,-505037
3379 ns,-204644,39330
3380 ns,1.0861e+06,-1.53844e+06
3381 ns,199030,187319
3382 ns,1.504e+06,-12679
3383 ns,174050,-1.7111e+06
3384 ns,-330104,352560
3385 ns,-34319,708979
3386 ns,954016,1.22053e+06
3387 ns,-346877,1.3082e+06
3388 ns,-378838,-867550
3389 ns,20629,-929153
3390 ns,-1.33102e+06,1.01585e+06
3391 ns,-56283,-205155
3392 ns,1.41468e+06,1.19391e+06
3393 ns,848553,-359335
3394 ns,-533672,-329077
3395 ns,1.41366e+06,-1.34151e+06
3396 ns,-1.00984e+06,-452285
3397 ns,1.11548e+06,-153021
3398 ns,342439,926729
3399 ns,723368,942157
3400 ns,-1.18957e+06,-833137
3401 ns,742544,-966084
3402 ns,-872774,-1.04196e+06
3403 ns,-140912,-439116
3404 ns,706820,415696
3405 ns,893225,-851686
3406 ns,281711,-667905
3407 ns,-229253,1.23658e+06
3408 ns,25130,563194
3409 ns,297892,-1.37585e+06
3410 ns,40238,45573
3411 ns,1.50722e+06,-370280
3412 ns,88721,233362
3413 ns,354398,2.10442e+06
3414 ns,1.87189e+06,315375
3415 ns,-1.65503e+06,757858
3416 ns,250394,-1.03713e+06
3417 ns,816833,872914
3418 ns,1.27414e+06,-836666
3419 ns,208369,-1.01327e+06
3420 ns,-681357,70718
3421 ns,-363021,-1.07795e+06
3422 ns,-160632,-1.22902e+06
3423 ns,175885,-298960
3424 ns,816324,447713
3425 ns,765683,-1.31201e+06
3426 ns,-1.77804e+06,-1.52093e+06
3427 ns,-413439,-602172
3428 ns,1.58806e+06,1.33358e+06
3429 ns,278226,-1.37668e+06
3430 ns,740241,52594
3431 ns,-188467,-693221
3432 ns,973731,-72453
3433 ns,246483,855610
3434 ns,279876,-1.1598e+06
3435 ns,241211,370987
3436 ns,-859983,275969
3437 ns,671150,472736
3438 ns,910509,-399110
3439 ns,324632,-281513
3440 ns,64127,233567
3441 ns,1.45378e+06,926275
3442 ns,823126,-636243
3443 ns,-572677,-752182
3444 ns,110704,-1.53165e+06
3445 ns,-663720,-984420
3446 ns,-1.3388e+06,535651
3447 ns,690261,961365
3448 ns,1.36104e+06,939090
3449 ns,84208,-56790
3450 ns,-1.49094e+06,-466141
3451 ns,322582,448999
3452 ns,1.82709e+06,313557
3453 ns,-781869,989095
3454 ns,455188,-413108
3455 ns,-260826,586271
3456 ns,297316,-884437
3457 ns,-125847,-1.8513e+06
3458 ns,2.15874e+06,359602
3459 ns,159746,-395700
3460 ns,214564,665876
3461 ns,-717190,1.07754e+06
3462 ns,292991,-328821
3463 ns,-303126,-632450
3464 ns,818295,-972953
3465 ns,752018,-437510
3466 ns,-262388,82090
3467 ns,-432792,-1.27677e+06
3468 ns,1.35904e+06,96435
3469 ns,205737,-120905
3470 ns,495871,-1.45817e+06
3471 ns,-328997,-362739
3472 ns,1.62258e+06,241757
3473 ns,-644786,90795
3474 ns,-639130,-849599
3475 ns,-2.16552e+06,686708
3476 ns,594868,15898
3477 ns,-930422,602476
3478 ns,187533,-1.16841e+06
3479 ns,-514849,-1.26987e+06
3480 ns,-968249,-557379
3481 ns,375937,790875
3482 ns,248427,400476
3483 ns,-678798,117598
3484 ns,1.0512e+06,-329952
3485 ns,-670204,-1.89385e+06
3486 ns,41273,303078
3487 ns,-149142,315070
3488 ns,-2.12808e+06,251052
3489 ns,-726559,-290235
3490 ns,1.70753e+06,945468
3491 ns,387831,-47960
3492 ns,306696,-695445
3493 ns,24360,1.32181e+06
3494 ns,-440781,840065
3495 ns,382634,1.27383e+06
3496 ns,95997,687702
3497 ns,-829104,387560
3498 ns,-478492,-952580
3499 ns,1.54818e+06,-682297
3500 ns,343532,-23201
3501 ns,-81735,173230
3502 ns,1.16049e+06,433266
3503 ns,-43326,1.047e+06
3504 ns,380822,362605
3505 ns,1.13136e+06,575770
3506 ns,-315353,-352567
3507 ns,-332331,1.7046e+06
3508 ns,-912932,151577
3509 ns,-1.27933e+06,992227
3510 ns,-1.06465e+06,-1.12942e+06
3511 ns,-1.09279e+06,-1.98829e+06
3512 ns,951089,-474713
3513 ns,91259,540067
3514 ns,82981,1.11222e+06
3515 ns,-204545,1.69873e+06
3516 ns,152008,38714
3517 ns,-829627,36618
3518 ns,-2.81148e+06,-688717
3519 ns,45745,-408575
3520 ns,876994,-1.08741e+06
3521 ns,-1.38154e+06,80516
3522 ns,610936,2.20788e+06
3523 ns,1.77613e+06,571231
3524 ns,-1.18711e+06,-617060
3525 ns,-628582,-664867
3526 ns,-1.15296e+06,1.08036e+06
3527 ns,-418267,863504
3528 ns,1.03696e+06,2.45466e+06
3529 ns,807432,714942
3530 ns,1.45147e+06,115935
3531 ns,351944,1.36261e+06
3532 ns,1.87188e+06,-1.62656e+06
3533 ns,-688158,1.2846e+06
3534 ns,215009,-328105
3535 ns,-172260,150860
3536 ns,-723352,-225239
3537 ns,-246244,-2.00288e+06
3538 ns,154133,91522
3539 ns,-243411,-771854
3540 ns,305190,671759
3541 ns,-475029,-2.60436e+06
3542 ns,-471090,-199741
3543 ns,-638928,-179161
3544 ns,-1.1431e+06,1.63621e+06
3545 ns,-110458,-210438
3546 ns,232387,-1.05684e+06
3547 ns,-356135,-893634
3548 ns,-637248,873547
3549 ns,-396112,1.24523e+06
3550 ns,612904,1.39011e+06
3551 ns,1.28918e+06,973571
3552 ns,-630776,-816557
3553 ns,1.84373e+06,-712596
3554 ns,1.25558e+06,-1.00843e+06
3555 ns,-366782,1.01481e+06
3556 ns,-2.4525e+06,903497
3557 ns,1.17633e+06,-745966
3558 ns,-218977,323262
3559 ns,2.06703e+06,811624
3560 ns,-39991,-548707
3561 ns,-283755,127747
3562 ns,1.05032e+06,696692
3563 ns,1.16891e+06,-901525
3564 ns,-29142,98036
3565 ns,696215,-535795
3566 ns,-508916,-1.98072e+06
3567 ns,133716,92632
3568 ns,242873,23151
3569 ns,-230231,-529996
3570 ns,-524584,519803
3571 ns,-81651,-392864
3572 ns,1.06102e+06,251232
3573 ns,-170231,688226
3574 ns,1.07368e+06,-260943
3575 ns,-998140,-1.20524e+06
3576 ns,-686,-57158
3577 ns,1.64929e+06,-1.21232e+06
3578 ns,702753,156215
3579 ns,-194312,-732014
3580 ns,-123961,35984
3581 ns,-275245,633903
3582 ns,54966,-1.26486e+06
3583 ns,-1.4413e+06,937826
3584 ns,-1.18719e+06,-268006
3585 ns,325202,-121232
3586 ns,-782459,488218
3587 ns,-1.06206e+06,461405
3588 ns,-965398,115913
3589 ns,414723,-1.65803e+06
3590 ns,-342676,660355
3591 ns,-1.07688e+06,91226
3592 ns,-32696,619093
3593 ns,-841701,-49556
3594 ns,479096,-204490
3595 ns,227926,-134820
3596 ns,273839,618132
3597 ns,578186,775612
3598 ns,-938748,377153
3599 ns,48211,1.05917e+06
3600 ns,214963,1.50181e+06
3601 ns,258787,-114561
3602 ns,860075,609776
3603 ns,-321812,-803782
3604 ns,-784424,383787
3605 ns,1.67534e+06,-346322
3606 ns,127972,-474199
3607 ns,642752,1.09859e+06
3608 ns,368158,-946772
3609 ns,-291272,281720
3610 ns,40226,-696589
3611 ns,-743987,-1.03299e+06
3612 ns,782097,224759
3613 ns,-840648,738696
3614 ns,130116,1.44407e+06
3615 ns,163204,1.36061e+06
3616 ns,-734471,-126599
3617 ns,1.41144e+06,-92731
3618 ns,630769,-525054
3619 ns,-1.00295e+06,927751
3620 ns,447418,-1.65342e+06
3621 ns,-486193,2.15659e+06
3622 ns,-656586,1.39588e+06
3623 ns,-798866,407114
3626 ns,242850,-16887
3627 ns,1.09106e+06,613473
3628 ns,298349,1.29551e+06
3629 ns,-1.36465e+06,-186748
3630 ns,139317,1.1885e+06
3631 ns,1.29733e+06,1.29811e+06
3632 ns,-98966,-373073
3633 ns,1.7171e+06,116424
3634 ns,387511,-621103
3635 ns,1.70098e+06,207347
3636 ns,-199101,-1.00725e+06
3637 ns,-66870,1.30934e+06
3638 ns,-1.81397e+06,-415025
3639 ns,508975,466726
3640 ns,1.87012e+06,-849455
3641 ns,445242,-164276
3642 ns,16677,-227099
3643 ns,1.03283e+06,497648
3644 ns,-1.37433e+06,551733
3645 ns,-1.17806e+06,-62903
3646 ns,-183766,-9287
3647 ns,1.59058e+06,-864756
3648 ns,-460234,-683383
3649 ns,-930828,346423
3650 ns,301020,191889
3651 ns,177655,-556156
3652 ns,69381,201592
3653 ns,-189501,80921
3654 ns,1.38583e+06,283197
3655 ns,1.69356e+06,385646
3656 ns,33780,-283666
3657 ns,348608,1.29308e+06
3658 ns,-29890,-1.02435e+06
3659 ns,-757996,-110836
3660 ns,-600215,1.39753e+06
3661 ns,254363,666116
3662 ns,-1.15654e+06,-1.37365e+06
3663 ns,24437,-562915
3664 ns,-692867,-325793
3665 ns,705065,-708824
3666 ns,661839,266919
3667 ns,312180,563517
3668 ns,-748588,929803
3669 ns,755497,2.03888e+06
3670 ns,-1.38717e+06,-236964
3671 ns,-576016,296556
3672 ns,290303,-11459
3673 ns,254355,-81768
3674 ns,-886259,-237467
3675 ns,1.15514e+06,-1.57745e+06
3676 ns,-195601,-167160
3677 ns,261705,913327
3678 ns,-1.06978e+06,766049
3679 ns,-618685,1.27132e+06
3680 ns,254193,-207121
3681 ns,-556137,-236190
3682 ns,1.6951e+06,-1.04901e+06
3683 ns,-837901,-1.84917e+06
3684 ns,942732,363919
3685 ns,740194,475202
3686 ns,-58290,-1.40812e+06
3687 ns,466315,-485419
3688 ns,973833,-455852
3689 ns,119796,651354
3690 ns,909856,-808709
3691 ns,1.29375e+06,-1.0392e+06
3692 ns,686341,222638
3693 ns,-874731,449458
3694 ns,-260693,-1.42266e+06
3695 ns,-644784,-262758
3696 ns,-800458,-297455
3697 ns,-763261,-968545
3698 ns,457014,860064
3699 ns,-31753,-499244
3700 ns,834688,-1.44187e+06
3701 ns,-1.98747e+06,547260
3702 ns,505220,-538274
3703 ns,-572993,610080
3704 ns,-1.89283e+06,-775807
3705 ns,1.48414e+06,1.75922e+06
3706 ns,2.35062e+06,110164
3707 ns,211366,-1.04513e+06
3708 ns,912735,265947
3709 ns,458551,-594258
3710 ns,168781,-1.08316e+06
3711 ns,-686345,1.21886e+06
3712 ns,392424,286830
3713 ns,-769115,291895
3714 ns,-3.02203e+06,-733796
3715 ns,-34175,137331
3716 ns,133887,576655
3717 ns,-870827,62926
3718 ns,-523617,-696313
3719 ns,297178,-1.08751e+06
3720 ns,-282921,-1.24304e+06
3721 ns,-471084,-72307
3722 ns,678623,436476
3723 ns,-332649,447874
3724 ns,446498,1.4516e+06
3725 ns,-149717,-784084
3726 ns,-1.16965e+06,-298546
3727 ns,360553,580330
3728 ns,-1.82016e+06,57448
3729 ns,395845,-1.43679e+06
3730 ns,266700,-47922
3731 ns,695598,-843719
3732 ns,-476096,-409633
3733 ns,2.11958e+06,-49730
3734 ns,-299695,-912431
3735 ns,-115190,-1.37281e+06
3736 ns,42574,363505
3737 ns,-254575,-422004
3738 ns,-914363,-1.91149e+06
3739 ns,-133811,-116960
3740 ns,-719164,777812
3741 ns,363817,-480749
3742 ns,-1.54891e+06,-1.17039e+06
3743 ns,-350454,292547
3744 ns,-25829,-69076
3745 ns,1.69244e+06,-1.3367e+06
3746 ns,-111508,-743400
3747 ns,1.7272e+06,1.85702e+06
3748 ns,148727,-59706
3749 ns,690438,-740077
3750 ns,-936953,988785
3751 ns,-1.38667e+06,1.24092e+06
3752 ns,-48006,-814585
3753 ns,-1.92845e+06,1.28119e+06
3754 ns,70296,-242261
3755 ns,-650416,440868
3756 ns,1.37211e+06,-574666
3757 ns,353501,-1.11115e+06
3758 ns,-1.35895e+06,-2.08315e+06
3759 ns,143205,1.47342e+06
3760 ns,-1.14721e+06,640073
3761 ns,653345,-1.22073e+06
3762 ns,-526188,784052
3763 ns,-1.50094e+06,1.78337e+06
3764 ns,800161,-353264
3765 ns,-211165,-1.04923e+06
3766 ns,-263268,-582250
3767 ns,-1.56183e+06,286375
3768 ns,438546,-209180
3769 ns,234036,-894606
3770 ns,161374,802336
3771 ns,-1.4516e+06,-340388
3772 ns,1.27185e+06,-474676
3773 ns,-1.38559e+06,-1.71296e+06
3774 ns,-322183,-846940
3775 ns,740180,113181
3776 ns,1.22794e+06,-38768
3777 ns,-530067,569712
3778 ns,1.28441e+06,661380
3779 ns,-312525,1.42664e+06
3780 ns,-1.03466e+06,399006
3781 ns,200140,1.74938e+06
3782 ns,1.14781e+06,-403865
3783 ns,863856,-587049
3784 ns,-115254,-117678
3785 ns,2.07279e+06,194397
3786 ns,-30729,-281290
3787 ns,1.25199e+06,503548
3788 ns,412499,-945711
3789 ns,14834,-1.88106e+06
3790 ns,227369,-543264
3791 ns,-1.3594e+06,-565445
3792 ns,112171,-1.80051e+06
3793 ns,-1.42069e+06,18802
3794 ns,739441,565561
3795 ns,210348,-268385
3796 ns,810040,1.82717e+06
3797 ns,256656,763874
3798 ns,146817,-1.59041e+06
3799 ns,-230179,-521640
3800 ns,1.76779e+06,-1.68694e+06
3801 ns,1.58642e+06,-291591
3802 ns,618776,593974
3803 ns,-638457,-803025
3804 ns,-671222,-91794
3805 ns,-385919,1.394e+06
3806 ns,786927,399029
3807 ns,-999250,-344934
3808 ns,-859084,2.3067e+06
3809 ns,-851906,12852
3810 ns,-2.07321e+06,383894
3811 ns,224354,381175
3812 ns,741273,-690953
3813 ns,354627,47064
3814 ns,202135,924527
3815 ns,1.0359e+06,1.90278e+06
3816 ns,176063,314890
3817 ns,472521,547120
3818 ns,425126,998562
3819 ns,-161250,43136
3820 ns,-102663,-909435
3821 ns,-716515,212720
3822 ns,58669,183724
3823 ns,1.32627e+06,149593
3824 ns,457208,-662092
3825 ns,-542978,28103
3826 ns,1.20524e+06,843096
3827 ns,614648,577382
3828 ns,514006,-2.10378e+06
3829 ns,-139060,733031
3830 ns,-891387,882475
3831 ns,-402251,257380
3832 ns,967950,488494
3833 ns,-86137,659804
3834 ns,2.1305e+06,1.07884e+06
3835 ns,781718,-156735
3836 ns,102512,1.79285e+06
3837 ns,457859,-5873
3838 ns,1.50876e+06,-967944
3839 ns,660214,63864
3840 ns,1.07024e+06,857347
3841 ns,864326,1.76838e+06
3842 ns,-618960,131831
3843 ns,964615,-451183
3844 ns,-1.15443e+06,723318
3845 ns,1.29576e+06,990882
3846 ns,-786724,-82079
3847 ns,1.46838e+06,292502
3848 ns,709670,-590394
3849 ns,322464,-43117
3850 ns,-1.36905e+06,-881934
3851 ns,-880991,185460
3852 ns,619822,405043
3853 ns,-1.39317e+06,-427430
3854 ns,976220,100531
3855 ns,-968816,504244
3856 ns,964022,-1.46612e+06
3857 ns,-675531,-294659
3858 ns,200388,332037
3859 ns,-2.08815e+06,886194
3860 ns,-949358,462248
3861 ns,-433124,868638
3862 ns,408354,-150757
3863 ns,1.04534e+06,467012
3864 ns,-879184,1.02405e+06
3865 ns,-756135,-1.01498e+06
3866 ns,-48504,-1.34922e+06
3867 ns,349641,-725646
3868 ns,451144,1.12054e+06
3869 ns,165951,-875590
3870 ns,-1.86392e+06,-1.74101e+06
3871 ns,-1.11569e+06,-164258
3872 ns,-1.63071e+06,340751
3873 ns,-4420,-198581
3874 ns,-1.3402e+06,483283
3875 ns,701052,-378648
3876 ns,1.99383e+06,-1.5619e+06
3877 ns,238821,-292253
3878 ns,-126872,57688
3879 ns,-299829,83811
3880 ns,395360,-520576
3881 ns,207871,1.5418e+06
3884 ns,-559338,-1.21803e+06
3885 ns,-1.14898e+06,842123
3886 ns,-956025,398420
3887 ns,-1.19952e+06,289264
3888 ns,-1.42224e+06,674226
3889 ns,877021,485122
3890 ns,146551,9793
3891 ns,95959,905123
3892 ns,-749827,-753395
3893 ns,327834,237393
3894 ns,497675,-891982
