Timestamp,Real,Imaginary
5724 ns,798273,464085
5725 ns,-831824,-737872
5726 ns,-579064,695473
5727 ns,980249,1.62411e+06
5728 ns,45877,-56603
5729 ns,-1.43086e+06,-171856
5730 ns,-192813,156509
5731 ns,440688,-80781
5732 ns,-45573,1.12579e+06
5733 ns,502699,1.14824e+06
5734 ns,-46986,543312
5735 ns,757050,-158004
5736 ns,1.02425e+06,-1.09635e+06
5737 ns,839848,141142
5738 ns,13981,-1.01158e+06
5739 ns,-683135,339593
5740 ns,1.23853e+06,-714372
5741 ns,340309,349421
5742 ns,299876,905045
5743 ns,355387,-282830
5744 ns,832995,502352
5745 ns,-509255,-339218
5746 ns,-1.30857e+06,-1.86908e+06
5747 ns,184140,-1.55142e+06
5748 ns,552066,1.08143e+06
5749 ns,800099,413481
5750 ns,-129608,-212172
5751 ns,-143514,-406587
5752 ns,2.5638e+06,-2.11304e+06
5753 ns,665719,-366032
5754 ns,669854,-915186
5755 ns,-1.378e+06,-1.52648e+06
5756 ns,1.27953e+06,695184
5757 ns,65344,-900492
5758 ns,-1.1198e+06,227153
5759 ns,517342,520103
5760 ns,-649170,1.21602e+06
5761 ns,453719,-224154
5762 ns,449604,-723414
5763 ns,-546226,302193
5764 ns,-184393,-514858
5765 ns,-749703,-607147
5766 ns,262026,-460762
5767 ns,-375350,1.25499e+06
5768 ns,-236796,-458955
5769 ns,596754,368289
5770 ns,862716,-829839
5771 ns,-464539,2.05601e+06
5772 ns,-814097,627373
5773 ns,-34252,892615
5774 ns,-2.04618e+06,1.25876e+06
5775 ns,-895322,1.01772e+06
5776 ns,500107,206977
5777 ns,-582310,-2.66484e+06
5778 ns,-1.98622e+06,-372273
5779 ns,705500,2.0599e+06
5780 ns,363433,465718
5781 ns,426078,-1.36268e+06
5782 ns,444618,-1.84847e+06
5783 ns,-408669,-1.63976e+06
5784 ns,1.35414e+06,1.65208e+06
5785 ns,179756,-1.09588e+06
5786 ns,-512274,670616
5787 ns,174383,-2.56415e+06
5788 ns,-433653,809669
5789 ns,33584,-1.28243e+06
5790 ns,-860426,94737
5791 ns,559499,1.87082e+06
5792 ns,-144944,-373754
5793 ns,-754476,-391169
5794 ns,-1.44941e+06,-381514
5795 ns,228493,1.29383e+06
5796 ns,551241,-473307
5797 ns,-788122,127161
5798 ns,-518031,-340350
5799 ns,666001,-206412
5800 ns,94106,644273
5801 ns,-1.10636e+06,-1.00115e+06
5802 ns,-204639,476657
5803 ns,1.21331e+06,649756
5804 ns,-1.34244e+06,-321072
5805 ns,-275445,-1.45988e+06
5806 ns,-14414,-2.06198e+06
5807 ns,-485216,117581
5808 ns,1.08371e+06,391568
5809 ns,72910,-1.14774e+06
5810 ns,1.30216e+06,-1.31626e+06
5811 ns,288288,474798
5812 ns,1.60476e+06,-514023
5813 ns,-907806,643171
5814 ns,948349,-199562
5815 ns,-632407,-998712
5816 ns,127392,-1.0662e+06
5817 ns,-675395,2.16377e+06
5818 ns,202344,827186
5819 ns,1.71581e+06,795062
5820 ns,1.05609e+06,1.78198e+06
5821 ns,-1.50955e+06,348099
5822 ns,606926,-437829
5823 ns,-1.10638e+06,884804
5824 ns,475022,-2.60336e+06
5825 ns,-391897,576331
5826 ns,267837,-1.43215e+06
5827 ns,320846,-299100
5828 ns,1.90379e+06,628750
5829 ns,-768015,120156
5830 ns,-173300,-275569
5831 ns,520349,572653
5832 ns,-320222,611378
5833 ns,-513090,2.40688e+06
5834 ns,557290,629760
5835 ns,1.14706e+06,63966
5836 ns,-47917,-1.16123e+06
5837 ns,-216545,-1.12377e+06
5838 ns,397933,-1.12018e+06
5839 ns,-6021,7805
5840 ns,824781,-1.15356e+06
5841 ns,-1.11679e+06,790429
5842 ns,342370,-206261
5843 ns,963212,126712
5844 ns,-750892,1.2064e+06
5845 ns,-138188,1.35964e+06
5846 ns,-943248,-374156
5847 ns,31983,298249
5848 ns,-1.24276e+06,-870888
5849 ns,-1.2925e+06,1.7725e+06
5850 ns,-1.60598e+06,813917
5851 ns,-459521,31228
5852 ns,-145343,184788
5853 ns,-163153,-101476
5854 ns,-932239,957748
5855 ns,-1.47971e+06,-787835
5856 ns,1.13732e+06,-1.09145e+06
5857 ns,401063,-1.33822e+06
5858 ns,419390,791562
5859 ns,-536280,-114469
5860 ns,436779,-642745
5861 ns,585333,47952
5862 ns,1.20438e+06,-621580
5863 ns,774254,2.39504e+06
5864 ns,1.4846e+06,-258228
5865 ns,1.90413e+06,1.19156e+06
5866 ns,180785,-997279
5867 ns,-155740,135288
5868 ns,1.462e+06,500696
5869 ns,760621,899818
5870 ns,405462,-592943
5871 ns,-96241,32855
5872 ns,719300,1.09392e+06
5873 ns,-804121,-35116
5874 ns,856235,800207
5875 ns,308022,1.85024e+06
5876 ns,-120482,1.69025e+06
5877 ns,-450411,-812224
5878 ns,800428,321028
5879 ns,1.57016e+06,-1.32974e+06
5880 ns,-401884,847837
5881 ns,149700,-334487
5882 ns,-660736,407913
5883 ns,-1.87665e+06,403348
5884 ns,-99998,-1.57783e+06
5885 ns,612794,-200393
5886 ns,149826,389685
5887 ns,752083,966533
5888 ns,155558,941776
5889 ns,-802721,-824932
5890 ns,-156692,448501
5891 ns,57900,-2.29388e+06
5892 ns,-189810,-510606
5893 ns,192774,871489
5894 ns,-1.39921e+06,-578421
5895 ns,-1.53843e+06,-336286
5896 ns,-950751,-1.3715e+06
5897 ns,180456,-1.15151e+06
5898 ns,-168031,539605
5899 ns,-635660,149773
5900 ns,1.05796e+06,-286097
5901 ns,153357,-1.0044e+06
5902 ns,-884713,-104282
5903 ns,394079,-992990
5904 ns,-645271,185993
5905 ns,-992161,63477
5906 ns,-688366,1.32434e+06
5907 ns,-421575,-237840
5908 ns,-870735,777534
5909 ns,-370900,-33431
5910 ns,1.73959e+06,-1.08109e+06
5911 ns,250683,-511302
5912 ns,-198628,-44786
5913 ns,355953,1.48922e+06
5914 ns,-1.35488e+06,-460988
5915 ns,-603461,-1.68241e+06
5916 ns,117566,-467423
5917 ns,1.13342e+06,-565003
5918 ns,-2.41316e+06,2.05598e+06
5919 ns,-893904,428547
5920 ns,1.23857e+06,1.17408e+06
5921 ns,-851113,-425155
5922 ns,342840,-813618
5923 ns,-397092,-147130
5924 ns,1.43002e+06,-83372
5925 ns,-533618,967482
5926 ns,1.1259e+06,-757222
5927 ns,1.44453e+06,-10828
5928 ns,-17493,-522437
5929 ns,-45683,-762088
5930 ns,939729,1.14326e+06
5931 ns,-280740,-224579
5932 ns,2.32911e+06,796087
5933 ns,286176,-591677
5934 ns,608053,-634607
5935 ns,-335181,-434945
5936 ns,1.18132e+06,-213360
5937 ns,1.25491e+06,-1.66556e+06
5938 ns,-134287,-133463
5939 ns,-379256,560047
5940 ns,-1.28853e+06,-1.00982e+06
5941 ns,-785493,1.83913e+06
5942 ns,-1.75182e+06,-108166
5943 ns,83313,-642843
5944 ns,-935296,-1.51101e+06
5945 ns,1.12219e+06,38953
5948 ns,-1.05428e+06,235427
5949 ns,-1.32155e+06,89841
5950 ns,1.58551e+06,-1.28613e+06
5951 ns,-806037,-1.81246e+06
5952 ns,-572519,-905674
5953 ns,374572,-710030
5954 ns,518320,558164
5955 ns,-1.01012e+06,978105
5956 ns,-389695,912432
5957 ns,456708,33141
5958 ns,476531,-516553
5959 ns,-713947,483556
5960 ns,204939,-314463
5961 ns,177434,771399
5962 ns,-211410,1.15977e+06
5963 ns,-783097,26702
5964 ns,-619033,-763260
5965 ns,1.34532e+06,-2.14302e+06
5966 ns,1.07361e+06,100085
5967 ns,534196,-996012
5968 ns,1.07394e+06,-422663
5969 ns,-7385,-955108
5970 ns,-25862,875761
5971 ns,111680,361793
5972 ns,900290,-839449
5973 ns,-275701,-81905
5974 ns,867420,380750
5975 ns,-1.13188e+06,747079
5976 ns,-430263,1.51402e+06
5977 ns,368169,1.44237e+06
5978 ns,-60594,477546
5979 ns,393773,453715
5980 ns,383498,-226182
5981 ns,317992,-242259
5982 ns,243996,-1.10596e+06
5983 ns,623049,212543
5984 ns,-107287,-1.22712e+06
5985 ns,1.23815e+06,1.19432e+06
5986 ns,-2.13301e+06,129350
5987 ns,-1.46762e+06,-362872
5988 ns,-374264,253567
5989 ns,379179,1.93545e+06
5990 ns,135479,-1.01005e+06
5991 ns,620802,1.18684e+06
5992 ns,-870826,1.80046e+06
5993 ns,685994,-336104
5994 ns,-548289,43238
5995 ns,-709719,-900659
5996 ns,-5745,741867
5997 ns,-183912,-295922
5998 ns,173023,345891
5999 ns,25872,409684
6 us,980737,97129
6001 ns,-543656,-719656
6002 ns,1.04221e+06,1.31905e+06
6003 ns,-496870,-84929
6004 ns,-385296,-212558
6005 ns,-64786,-402120
6006 ns,833832,-813497
6007 ns,-768178,92780
6008 ns,-460627,1.77427e+06
6009 ns,459404,-365963
6010 ns,-559826,-95444
6011 ns,859301,-188742
6012 ns,1.78541e+06,-1.31521e+06
6013 ns,-903456,-246517
6014 ns,882292,-1.04935e+06
6015 ns,-446639,493954
6016 ns,1.2641e+06,-173804
6017 ns,-799375,689700
6018 ns,-626865,260970
6019 ns,114734,-114347
6020 ns,-462161,548147
6021 ns,402397,1.13575e+06
6022 ns,-1.24891e+06,-378194
6023 ns,-1.42841e+06,-349993
6024 ns,284438,195921
6025 ns,940188,-1.36894e+06
6026 ns,-667051,-1.10365e+06
6027 ns,-535608,577657
6028 ns,-282164,772427
6029 ns,397783,-962549
6030 ns,1.55311e+06,81726
6031 ns,182853,-108416
6032 ns,-873270,1.04954e+06
6033 ns,116106,-386221
6034 ns,-188547,-654587
6035 ns,143875,430270
6036 ns,201313,-1.78417e+06
6037 ns,-1829,344619
6038 ns,888963,1.17265e+06
6039 ns,33878,-937610
6040 ns,568301,10266
6041 ns,441214,209514
6042 ns,188312,-646604
6043 ns,-228325,-955077
6044 ns,1.60433e+06,-502218
6045 ns,-1.41268e+06,64761
6046 ns,-192687,-1.30806e+06
6047 ns,-283939,-507656
6048 ns,379184,433545
6049 ns,-193777,686797
6050 ns,-298929,181115
6051 ns,1.28813e+06,693475
6052 ns,-315145,-505464
6053 ns,-413852,-661853
6054 ns,-1.06165e+06,-1.09472e+06
6055 ns,399445,-61054
6056 ns,-984114,-209347
6057 ns,30308,-1.04864e+06
6058 ns,1.13314e+06,-275739
6059 ns,-650715,-123764
6060 ns,-168954,-305216
6061 ns,33116,-531861
6062 ns,-709639,-550177
6063 ns,399880,-1.18183e+06
6064 ns,589601,-1.07802e+06
6065 ns,545188,58461
6066 ns,-1.98042e+06,442624
6067 ns,-267786,-1.68268e+06
6068 ns,-1.08373e+06,-903
6069 ns,-12498,351170
6070 ns,562801,-869548
6071 ns,678391,-602128
6072 ns,428559,-698871
6073 ns,-703414,-387175
6074 ns,756811,-209352
6075 ns,-725577,-540730
6076 ns,287646,-1.76167e+06
6077 ns,-821205,-29683
6078 ns,364729,288715
6079 ns,-616382,528898
6080 ns,995662,-604337
6081 ns,521065,340606
6082 ns,-1.78471e+06,975726
6083 ns,533155,61693
6084 ns,-1.37152e+06,762143
6085 ns,-280575,-739433
6086 ns,972678,122902
6087 ns,1.06174e+06,-544794
6088 ns,-191073,217586
6089 ns,480460,-868137
6090 ns,-1.49641e+06,-325234
6091 ns,-763878,-2.29117e+06
6092 ns,288892,529763
6093 ns,-12691,-143561
6094 ns,-257822,-432945
6095 ns,-360808,367721
6096 ns,-1.10364e+06,1.68147e+06
6097 ns,1.61555e+06,911120
6098 ns,1.59703e+06,671257
6099 ns,-388399,-1.63049e+06
6100 ns,667427,-675887
6101 ns,-78990,1.1795e+06
6102 ns,412099,-338242
6103 ns,266292,747754
6104 ns,385470,632689
6105 ns,-1.40966e+06,-368929
6106 ns,-572834,-1.3026e+06
6107 ns,-256331,674643
6108 ns,-511186,-1.94776e+06
6109 ns,495472,-462404
6110 ns,828235,-557796
6111 ns,-321025,46267
6112 ns,-473526,-564241
6113 ns,107090,-1.53763e+06
6114 ns,-207849,-1.26454e+06
6115 ns,-164314,-340096
6116 ns,-287478,748766
6117 ns,-908710,-578105
6118 ns,-666155,-1.93939e+06
6119 ns,-46932,-962902
6120 ns,118974,579567
6121 ns,1.62824e+06,790411
6122 ns,1.79893e+06,-1.59624e+06
6123 ns,149583,1.47396e+06
6124 ns,-317599,-468686
6125 ns,-554438,-1.5958e+06
6126 ns,932295,-1.15838e+06
6127 ns,644114,-187064
6128 ns,1.30387e+06,2.15837e+06
6129 ns,-31124,916596
6130 ns,1.28817e+06,1.33079e+06
6131 ns,-1.26483e+06,707578
6132 ns,-1.0016e+06,721079
6133 ns,695688,-290324
6134 ns,-682793,1.10876e+06
6135 ns,-143543,-268906
6136 ns,-1.3585e+06,-398355
6137 ns,581112,-1.09747e+06
6138 ns,373955,203276
6139 ns,-1.21365e+06,293836
6140 ns,603534,-841323
6141 ns,-231009,1.85426e+06
6142 ns,1.49558e+06,-327
6143 ns,-118935,322445
6144 ns,1.31831e+06,58427
6145 ns,1.26794e+06,250503
6146 ns,-535010,-211799
6147 ns,-629780,-939616
6148 ns,706238,716829
6149 ns,-1.3258e+06,784290
6150 ns,1.45285e+06,-461845
6151 ns,1.44e+06,265307
6152 ns,155017,-776339
6153 ns,-336233,152843
6154 ns,168543,-2.31844e+06
6155 ns,-182078,537838
6156 ns,-125457,-590205
6157 ns,-797023,329777
6158 ns,-1.22664e+06,-853936
6159 ns,-1.78312e+06,-918278
6160 ns,853443,792937
6161 ns,625882,889911
6162 ns,51829,24649
6163 ns,-40868,-1.76866e+06
6164 ns,2.18037e+06,799316
6165 ns,104349,445417
6166 ns,-67417,-815827
6167 ns,-537056,482596
6168 ns,179057,-313811
6169 ns,-353147,317489
6170 ns,-567465,-1.06555e+06
6171 ns,540285,517238
6172 ns,561319,-1.07331e+06
6173 ns,72190,-447891
6174 ns,-633835,1.42206e+06
6175 ns,1.32289e+06,65204
6176 ns,-864362,-778332
6177 ns,-1.23753e+06,-1.70286e+06
6178 ns,757097,-669534
6179 ns,-53063,1.33229e+06
6180 ns,231931,-344548
6181 ns,-57728,395642
6182 ns,-1.92345e+06,-1.32084e+06
6183 ns,336017,-770272
6184 ns,-1.18817e+06,512559
6185 ns,-225315,-1.01503e+06
6186 ns,-234481,94984
6187 ns,931364,-1.43954e+06
6188 ns,-1.07495e+06,707309
6189 ns,-235415,-822362
6190 ns,-2.59244e+06,-1.80506e+06
6191 ns,-1.33805e+06,316781
6192 ns,451858,-395599
6193 ns,-356992,1.99356e+06
6194 ns,1.77431e+06,3581
6195 ns,-726169,553499
6196 ns,1.03353e+06,329912
6197 ns,-279653,-360703
6198 ns,-734059,-268951
6199 ns,-742829,207501
6200 ns,-1.49448e+06,-267855
6201 ns,-1.25366e+06,316739
6202 ns,-556630,-1.0573e+06
6203 ns,-777516,-1.90223e+06
